time(msec),fuel_pressure(psi),chamber_pressure(psi),oxygen_pressure(psi),loadcell(lbs)
6686010,0,0,0,0
5375307,0,0,0,0
6423899,0,0,0,0
6423920,0,0,0,0
5375357,0,0,0,0
5375373,0,0,0,0
5375392,0,0,0,0
2491823,0,0,0,0
5375423,0,0,0,0
2426320,0,0,0,0
2164193,0,0,0,0
2164209,0,0,0,0
2426374,0,0,0,0
2164243,0,0,0,0
2164259,0,0,0,0
1115704,0,0,0,0
1377861,0,0,0,0
1115733,0,0,0,0
1377894,0,0,0,0
1377911,0,0,0,0
1115783,0,0,0,0
1377944,0,0,0,0
1115817,0,0,0,0
1377977,0,0,0,0
2164428,0,0,0,0
2164443,0,0,0,0
2426603,0,0,0,0
2164480,0,0,0,0
2426637,0,0,0,0
2164509,0,0,0,0
2426670,0,0,0,0
2164543,0,0,0,0
2164559,0,0,0,0
2164576,0,0,0,0
1378161,0,0,0,0
2426753,0,0,0,0
1378194,0,0,0,0
2164643,0,0,0,0
1378227,0,0,0,0
2164676,0,0,0,0
1116117,0,0,0,0
1116133,0,0,0,0
1116150,0,0,0,0
1378311,0,0,0,0
1116183,2,0,0,0
1378344,0,0,0,0
1116217,0,0,0,0
1116233,0,0,0,0
1116250,0,0,0,0
1116267,0,0,0,0
1116283,0,0,0,0
1378444,6,0,0,0
1116317,0,0,0,0
1116333,0,0,0,0
1116350,0,0,0,0
1116367,0,0,0,0
1116383,0,0,0,0
1116400,0,0,0,0
1116417,0,0,0,0
1116433,0,0,0,0
1116450,0,0,0,0
1116467,0,0,0,0
1116483,0,0,0,0
1378644,0,0,0,0
1116517,0,0,0,0
1116533,0,0,0,0
1116550,0,0,0,0
1116567,0,0,0,0
1116583,0,0,0,0
1116600,2,0,0,0
1116617,0,0,0,0
1116637,0,0,0,0
1116650,0,0,0,0
1116667,0,0,0,0
1378827,0,0,0,0
1116700,0,0,0,0
1116717,4,0,0,0
1116733,0,0,0,0
1116750,0,0,0,0
1116767,0,0,0,0
1116783,0,0,0,0
1116800,0,0,0,0
1116817,0,0,0,0
1116833,2,0,0,0
1116850,0,0,0,0
1116867,0,0,0,0
1116883,0,0,0,0
1116900,0,0,0,0
1116917,0,0,0,0
1116933,0,0,0,0
1116950,2,0,0,0
1116967,0,0,0,0
1116983,0,0,0,0
1117000,0,0,0,0
1117017,0,0,0,0
1117035,0,0,0,0
1117050,0,0,0,0
1117067,0,0,0,0
1117083,0,0,0,0
1117100,0,0,0,0
1117117,0,0,0,0
1117135,0,0,0,0
1117150,0,0,0,0
1117167,0,0,0,0
1117183,0,0,0,0
1117200,0,0,0,0
1117217,0,0,0,0
1117237,0,0,0,0
1117250,2,0,0,0
1117267,0,0,0,0
1117283,0,0,0,0
1117300,0,0,0,0
1117317,0,0,0,0
1117333,0,0,0,0
1117350,0,0,0,0
1117367,4,0,0,0
1117383,0,0,0,0
1117400,0,0,0,0
1117417,0,0,0,0
1117437,0,0,0,0
1117450,0,0,0,0
1117467,0,0,0,0
1117483,4,0,0,0
1117500,0,0,0,0
1117517,0,0,0,0
1117535,0,0,0,0
1117550,0,0,0,0
1117567,0,0,0,0
1117583,0,0,0,0
1117600,6,0,0,0
1117617,0,0,0,0
1117635,0,0,0,0
1117650,0,0,0,0
1117667,0,0,0,0
1117687,0,0,0,0
1117700,0,0,0,0
1117717,2,0,0,0
1117735,0,0,0,0
1117750,0,0,0,0
1117767,0,0,0,0
1117783,0,0,0,0
1117800,0,0,0,0
1117817,0,0,0,0
1117837,0,0,0,0
1117850,0,0,0,0
1117867,0,0,0,0
1117883,0,0,0,0
1117900,0,0,0,0
1117917,0,0,0,0
1117933,0,0,0,0
1117950,0,0,0,0
1117967,0,0,0,0
1117983,0,0,0,0
1118000,0,0,0,0
1118017,0,0,0,0
1118033,0,0,0,0
1118050,0,0,0,0
1118067,0,0,0,0
1118083,0,0,0,0
1118100,0,0,0,0
1118117,0,0,0,0
1118133,0,0,0,0
1118150,0,0,0,0
1118167,0,0,0,0
1118183,0,0,0,0
1118200,0,0,0,0
1118217,0,0,0,0
1118233,0,0,0,0
1118250,4,0,0,0
1118267,0,0,0,0
1118283,0,0,0,0
1118300,0,0,0,0
1118317,0,0,0,0
1118333,0,0,0,0
1118350,0,0,0,0
1118367,0,0,0,0
1118383,0,0,0,0
1118400,0,0,0,0
1118417,0,0,0,0
1118433,0,0,0,0
1118450,0,0,0,0
1118467,0,0,0,0
1118483,4,0,0,0
1118500,0,0,0,0
1118517,0,0,0,0
1380677,0,0,0,0
1118550,0,0,0,0
1118567,0,0,0,0
1118583,0,0,0,0
1118600,0,0,0,0
1380761,0,0,0,0
1118633,0,0,0,0
1118650,0,0,0,0
1118667,0,0,0,0
1118683,0,0,0,0
1118700,0,0,0,0
1118717,0,0,0,0
1118733,0,0,0,0
1118752,0,0,0,0
1118767,0,0,0,0
1380927,4,0,0,0
1118800,0,0,0,0
1118819,0,0,0,0
1118833,0,0,0,0
1118850,0,0,0,0
1118867,0,0,0,0
1118883,0,0,0,0
1118900,4,0,0,0
1118919,0,0,0,0
1118933,0,0,0,0
1118952,0,0,0,0
1118967,0,0,0,0
1118983,0,0,0,0
1119000,0,0,0,0
1119019,8,0,0,0
1119033,0,0,0,0
1119050,0,0,0,0
1119067,0,0,0,0
1119083,0,0,0,0
1119100,0,0,0,0
1119119,0,0,0,0
1119133,2,0,0,0
1119150,0,0,0,0
1119167,0,0,0,0
1119183,0,0,0,0
1119200,0,0,0,0
1119219,0,0,0,0
1119233,0,0,0,0
1119252,0,0,0,0
1119271,0,0,0,0
1119283,0,0,0,0
1119300,0,0,0,0
1119325,4,0,0,0
1119333,0,0,0,0
1381494,0,0,0,0
1119367,0,0,0,0
1119383,0,0,0,0
1119400,0,0,0,0
1119421,0,0,0,0
1119433,0,0,0,0
1119450,0,0,0,0
1119471,0,0,0,0
1119483,0,0,0,0
1119500,0,0,0,0
1119517,0,0,0,0
1119533,0,0,0,0
1119550,0,0,0,0
1119567,0,0,0,0
1119583,0,0,0,0
1119600,0,0,0,0
1119617,0,0,0,0
1119633,0,0,0,0
1119650,0,0,0,0
1119667,0,0,0,0
1381827,0,0,0,0
1119700,0,0,0,0
1119719,0,0,0,0
1119733,0,0,0,0
1119750,0,0,0,0
1119767,0,0,0,0
1119783,0,0,0,0
1119800,0,0,0,0
1119817,0,0,0,0
1119833,0,0,0,0
1119850,0,0,0,0
1119867,0,0,0,0
1119883,0,0,0,0
1119900,4,0,0,0
1119917,0,0,0,0
1119933,0,0,0,0
1119950,0,0,0,0
1119967,0,0,0,0
1119983,0,0,0,0
1120000,0,0,0,0
1120017,0,0,0,0
1120033,0,0,0,0
1120050,0,0,0,0
1120067,0,0,0,0
1120083,0,0,0,0
1120100,0,0,0,0
1120117,0,0,0,0
1120133,0,0,0,0
1120150,0,0,0,0
1120167,0,0,0,0
1120183,0,0,0,0
1120200,0,0,0,0
1120217,0,0,0,0
1120233,0,0,0,0
1120250,0,0,0,0
1120267,0,0,0,0
1120283,0,0,0,0
1120300,0,0,0,0
1120317,2,0,0,0
1120333,0,0,0,0
1120350,0,0,0,0
1120367,0,0,0,0
1120383,0,0,0,0
1120400,0,0,0,0
1120417,0,0,0,0
1120433,4,0,0,0
1120450,0,0,0,0
1120467,0,0,0,0
1120483,0,0,0,0
1120508,0,0,0,0
1120517,0,0,0,0
1120533,0,0,0,0
1120550,2,0,0,0
1120567,0,0,0,0
1120583,0,0,0,0
1120600,0,0,0,0
1120617,0,0,0,0
1120633,0,0,0,0
1120650,0,0,0,0
1120667,0,0,0,0
1120683,0,0,0,0
1120700,0,0,0,0
1120717,0,0,0,0
1120733,0,0,0,0
1120750,0,0,0,0
1120767,0,0,0,0
1120783,0,0,0,0
1120800,0,0,0,0
1120817,0,0,0,0
1120833,0,0,0,0
1120850,0,0,0,0
1120867,0,0,0,0
1120883,0,0,0,0
1120908,0,0,0,0
1120917,0,0,0,0
1120933,0,0,0,0
1120950,0,0,0,0
1120967,4,0,0,0
1120983,0,0,0,0
1121000,0,0,0,0
1121017,0,0,0,0
1121035,0,0,0,0
1121052,0,0,0,0
1121067,0,0,0,0
1121083,0,0,0,0
1121100,0,0,0,0
1121117,0,0,0,0
1121133,0,0,0,0
1121150,0,0,0,0
1121167,0,0,0,0
1121183,0,0,0,0
1121200,0,0,0,0
1121217,0,0,0,0
1121233,0,0,0,0
1121258,0,0,0,0
1121267,0,0,0,0
1121283,0,0,0,0
1121300,0,0,0,0
1121317,0,0,0,0
1121335,0,0,0,0
1121350,0,0,0,0
1121367,0,0,0,0
1121383,2,0,0,0
1121400,0,0,0,0
1121417,0,0,0,0
1121433,0,0,0,0
1121450,0,0,0,0
1121467,0,0,0,0
1121483,0,0,0,0
1121500,2,0,0,0
1121517,0,0,0,0
1121535,0,0,0,0
1121550,0,0,0,0
1121567,0,0,0,0
1121583,0,0,0,0
1121600,0,0,0,0
1121617,6,0,0,0
1121633,0,0,0,0
1121650,0,0,0,0
1121667,0,0,0,0
1121683,0,0,0,0
1121700,0,0,0,0
1121717,0,0,0,0
1121733,0,0,0,0
1383894,0,0,0,0
