4761509,0,0,0,0
4761539,0,0,0,0
4761569,0,0,0,0
4761599,0,0,0,0
4761629,0,2,0,0
4761659,0,0,0,0
4761689,0,0,0,0
4761719,0,2,0,0
4761749,0,0,0,0
4761779,0,0,0,0
4761809,0,0,0,0
4761839,0,0,2,0
4761869,0,0,0,0
4761899,0,0,0,0
4761929,0,0,0,0
4761959,0,0,0,0
4761989,0,4,0,0
4762019,0,0,0,0
4762049,0,0,0,0
4762079,0,0,0,0
4762109,0,0,0,0
4762139,0,0,4,0
4762169,0,0,2,0
4762199,0,0,0,0
4762229,0,0,0,0
4762259,0,0,0,0
4762289,0,0,0,0
4762319,0,0,0,0
4762349,0,0,0,0
4762379,0,0,0,0
4762409,0,2,0,0
4762439,0,0,0,0
4762469,0,0,0,0
4762499,0,0,0,0
4762529,0,0,0,0
4762559,0,0,0,0
4762589,0,0,0,0
4762619,0,0,0,0
4762649,0,0,0,0
4762680,0,6,0,0
4762709,2,8,0,0
4762739,0,0,0,0
4762769,0,0,4,0
4762799,0,1000,802,0
4762829,32,20,111,0
4762859,190,161,135,0
4762889,220,192,159,0
4762919,228,206,190,1
4762949,230,196,194,2
4762979,216,206,192,1
4763009,222,196,192,1
4763039,228,185,204,1
4763069,220,192,185,2
4763099,240,185,204,2
4763129,226,198,200,2
4763159,232,171,196,2
4763189,240,175,200,2
4763219,238,171,192,2
4763249,238,175,190,2
4763279,230,190,190,2
4763309,242,171,198,2
4763339,236,169,202,2
4763369,228,177,196,2
4763399,242,185,185,2
4763429,242,177,204,2
4763459,228,181,202,2
4763489,238,181,188,2
4763519,228,177,192,2
4763549,236,167,198,2
4763579,244,171,194,2
4763609,238,177,185,2
4763639,242,177,188,2
4763669,236,169,185,2
4763699,234,185,208,2
4763729,226,165,194,2
4763759,230,177,194,2
4763789,222,181,188,2
4763819,242,163,190,2
4763849,238,175,185,2
4763879,236,185,194,2
4763909,224,159,198,2
4763939,220,139,188,1
4763969,222,129,181,0
4763999,226,153,161,0
4764029,236,121,171,0
4764059,236,143,175,0
4764089,222,115,153,0
4764119,242,149,173,1
4764149,238,143,177,1
4764179,240,149,181,1
4764209,226,169,183,1
4764239,236,155,196,2
4764269,230,163,200,1
4764299,244,159,190,2
4764329,230,175,185,1
4764359,244,167,204,2
4764389,236,167,204,2
4764419,248,165,202,2
4764449,228,149,198,1
4764479,244,125,192,1
4764509,238,119,173,0
4764539,226,131,167,0
4764569,226,133,159,0
4764599,230,147,179,1
4764629,230,143,181,1
4764659,234,135,181,1
4764689,232,111,171,0
4764719,224,113,163,0
4764749,232,129,167,0
4764779,226,143,173,1
4764809,234,129,181,0
4764839,226,131,163,0
4764869,238,111,157,0
4764899,226,93,149,0
4764929,228,103,149,0
4764959,222,103,149,0
4764989,220,101,123,0
4765019,206,63,63,0
4765049,173,26,34,0
4765079,157,16,12,0
4765109,141,10,0,0
4765139,129,0,0,0
4765169,109,0,0,0
4765199,99,0,0,0
4765229,95,0,0,0
4765259,81,2,0,0
4765289,69,0,0,0
4765319,58,0,0,0
4765349,50,0,0,0
4765379,44,0,0,0
4765409,46,0,0,0
4765439,32,0,0,0
4765469,30,0,0,0
4765499,16,0,0,0
4765529,30,0,0,0
4765559,28,2,0,0
4765589,16,0,0,0
4765619,22,0,0,0
4765649,14,0,0,0
4765679,16,2,0,0
4765709,14,0,0,0
4765739,8,0,0,0
4765769,6,0,0,0
4765799,6,0,0,0
4765829,2,8,0,0
4765859,10,0,0,0
4765889,4,0,0,0
4765919,4,0,2,0
4765949,2,0,0,0
4765979,4,0,0,0
4766009,2,0,0,0
4766039,0,0,0,0
4766069,0,0,0,0
4766099,0,0,0,0
4766129,0,0,0,0
4766159,0,0,0,0
4766189,0,0,0,0
4766219,0,0,0,0
4766249,0,6,2,0
4766279,0,0,0,0
4766309,4,0,0,0
4766339,0,0,0,0
4766369,0,0,0,0
4766399,0,4,0,0
4766429,0,2,0,0
4766459,0,0,0,0
4766489,0,0,0,0
4766519,0,4,0,0
4766549,0,0,0,0
4766579,0,0,0,0
4766609,0,0,0,0
4766639,0,4,0,0
4766669,0,2,0,0
4766699,0,0,0,0
4766729,0,0,0,0
4766759,0,0,0,0
4766789,0,0,0,0
4766819,0,2,0,0
4766849,2,0,0,0
4766879,0,0,0,0
4766909,0,0,0,0
4766939,0,0,0,0
4766969,0,4,0,0
4766999,0,4,0,0
4767029,0,0,0,0
4767059,0,0,0,0
4767089,0,6,0,0
4767119,0,0,0,0
4767149,0,0,0,0
4767179,0,0,0,0
4767209,0,0,0,0
4767239,0,0,0,0
4767269,0,0,0,0
4767299,0,0,0,0
4767329,0,0,0,0
4767359,0,0,0,0
4767389,0,2,0,0
4767419,0,0,0,0
4767449,0,0,0,0
4767479,0,0,0,0
4767509,0,0,2,0
4767539,0,0,0,0
4767570,0,0,0,0
4767599,0,0,0,0
4767629,0,0,0,0
4767659,0,0,0,0
4767689,0,0,0,0
4767719,0,0,0,0
4767749,0,0,0,0
4767780,0,0,0,0
4767809,0,0,0,0
4767839,0,4,0,0
4767869,0,0,0,0
4767899,0,0,0,0
4767929,0,0,0,0
4767959,0,4,0,0
4767989,0,0,0,0
4768019,0,0,0,0
4768049,0,0,0,0
4768079,0,2,0,0
4768109,4,0,0,0
4768139,0,0,6,0
4768169,0,0,0,0
4768199,0,0,0,0
4768229,0,0,0,0
4768259,0,0,0,0
4768289,0,0,0,0
4768319,0,0,0,0
4768349,0,0,0,0
4768379,0,0,0,0
4768409,0,0,0,0
4768439,0,0,0,0
4768469,0,0,0,0
4768499,0,0,0,0
4768529,0,4,0,0
4768559,0,0,0,0
4768589,0,0,0,0
4768619,0,0,0,0
4768649,0,0,0,0
4768679,2,0,0,0
4768709,0,0,0,0
4768739,0,0,0,0
4768769,0,0,4,0
4768799,0,0,0,0
4768829,0,0,0,0
4768859,0,0,0,0
4768889,0,0,0,0
4768919,0,2,0,0
4768949,0,4,0,0
4768979,0,0,0,0
4769009,0,0,0,0
4769039,0,0,0,0
4769069,0,0,0,0
4769099,0,0,6,0
4769129,0,0,0,0
4769159,0,0,0,0
4769189,0,0,0,0
4769219,0,0,0,0
4769249,0,4,0,0
