time(msec),fuel_pressure(psi),chamber_pressure(psi),oxygen_pressure(psi),loadcell(lbs)
2358900,4,0,0,0
2358950,0,0,0,0
2359000,0,0,0,0
2359050,0,0,0,0
2359100,0,0,2,0
2359150,0,0,0,0
2359200,0,0,0,0
2359250,0,0,0,0
2359300,2,0,0,0
2359350,0,0,0,0
2359400,0,0,0,0
2359450,0,0,0,0
2359500,0,0,0,0
2359550,0,0,0,0
2359600,0,0,0,0
2359650,0,0,0,0
2359700,0,0,10,0
2359750,0,0,0,0
2359800,2,0,0,0
2359850,0,0,0,0
2359900,2,0,0,0
2359950,0,0,2,0
2360000,0,0,0,0
2360050,0,0,0,0
2360100,0,0,0,0
2360150,0,0,0,0
2360200,0,0,0,0
2360250,0,0,0,0
2360300,0,0,0,0
2360350,0,0,0,0
2360400,0,8,0,0
2360450,0,4,0,0
2360500,0,2,0,0
2360550,0,10,4,0
2360600,0,4,0,0
2360650,0,2,0,0
2360700,0,0,0,0
2360750,0,0,0,0
2360800,2,0,0,0
2360851,2,0,0,0
2360900,0,0,0,0
2360950,0,0,0,0
2361000,0,0,0,0
2361050,0,4,0,0
2361100,0,0,0,0
2361150,0,0,0,0
2361200,0,0,0,0
2361250,0,0,0,0
2361300,0,0,0,0
2361350,0,0,4,0
2361400,0,0,0,0
2361450,2,0,0,0
2361500,0,0,0,0
2361550,0,0,0,0
2361600,0,0,0,0
2361650,0,0,4,0
2361700,0,0,0,0
2361750,0,2,0,0
2361800,0,0,0,0
2361850,0,0,0,0
2361900,2,0,0,0
2361950,2,0,0,0
2362000,0,2,0,0
2362050,0,0,0,0
2362100,0,0,0,0
2362150,0,0,0,0
2362200,0,2,0,0
2362250,0,0,0,0
2362300,0,2,0,0
2362350,0,0,0,0
2362400,0,0,0,0
2362450,0,8,0,0
2362500,0,2,0,0
2362550,0,0,0,0
2362600,0,0,0,0
2362650,0,0,0,0
2362700,0,0,0,0
2362750,0,0,4,0
2362800,0,0,0,0
2362850,0,0,0,0
2362900,0,0,0,0
2362950,2,0,0,0
2363000,2,0,0,0
2363050,0,0,0,0
2363100,0,0,0,0
2363150,0,0,0,0
2363200,0,0,0,0
2363250,0,0,0,0
2363300,0,0,2,0
2363350,0,0,0,0
2363400,4,0,0,0
2363450,0,0,0,0
2363500,0,0,0,0
2363550,0,0,0,0
2363600,0,0,0,0
2363650,0,0,0,0
2363700,0,0,0,0
2363750,0,0,0,0
2363800,0,0,0,0
2363850,0,0,4,0
2363900,0,0,0,0
2363950,0,0,0,0
2364000,0,0,0,0
2364050,0,0,0,0
2364100,2,0,0,0
2364150,0,0,0,0
2364200,0,0,0,0
2364250,0,6,0,0
2364300,0,0,0,0
2364350,0,2,0,0
2364400,0,0,2,0
2364450,0,0,0,0
2364500,0,0,0,0
2364550,0,0,0,0
2364600,0,0,0,0
2364650,2,0,0,0
2364700,0,0,0,0
2364750,0,0,0,0
2364800,0,0,0,0
2364850,0,0,0,0
2364900,0,0,0,0
2364950,2,0,0,0
2365000,0,0,0,0
2365050,0,0,0,0
2365100,0,0,0,0
2365150,0,0,0,0
2365200,0,0,0,0
2365250,0,0,0,0
2365300,4,0,0,0
2365350,0,0,0,0
2365400,0,0,0,0
2365450,0,0,0,0
2365500,0,0,6,0
2365550,0,0,0,0
2365600,0,0,0,0
2365650,0,0,0,0
2365700,0,0,0,0
2365750,0,0,0,0
2365800,0,0,0,0
2365850,0,0,0,0
2365900,0,0,0,0
2365950,2,0,0,0
2366000,0,4,0,0
2366050,0,0,4,0
2366100,0,2,0,0
2366150,0,8,0,0
2366200,0,4,0,0
2366250,0,0,0,0
2366300,0,0,0,0
2366350,0,0,0,0
2366400,0,0,0,0
2366450,0,0,0,0
2366500,0,0,0,0
2366550,0,0,0,0
2366600,4,0,0,0
2366650,0,0,0,0
2366700,0,0,0,0
2366750,0,0,0,0
2366800,0,0,0,0
2366850,0,0,0,0
2366900,0,0,0,0
2366950,0,0,0,0
2367000,0,0,0,0
2367050,0,0,0,0
2367100,0,0,0,0
2367150,0,0,0,0
2367200,0,0,0,0
2367250,0,0,0,0
2367300,0,0,0,0
2367351,0,0,0,0
2367400,0,0,0,0
2367450,0,0,0,0
2367500,2,0,0,0
2367550,0,0,0,0
2367600,0,0,0,0
2367650,0,0,0,0
2367700,0,0,0,0
2367750,0,0,0,0
2367800,0,6,0,0
2367850,0,0,0,0
2367900,0,0,0,0
2367950,0,0,0,0
2368000,0,4,0,0
2368050,0,8,0,0
2368100,0,2,0,0
2368150,0,2,0,0
2368200,0,0,0,0
2368250,0,0,0,0
2368300,0,0,0,0
2368350,0,0,0,0
2368400,0,0,0,0
2368450,0,0,0,0
2368500,0,0,0,0
2368550,0,0,0,0
2368600,0,0,0,0
2368651,0,0,0,0
2368700,0,0,0,0
2368750,0,0,0,0
2368800,0,0,0,0
2368850,0,0,0,0
2368900,0,0,0,0
2368950,0,0,0,0
2369000,0,0,0,0
2369050,0,0,0,0
2369100,0,0,2,0
2369150,0,0,0,0
2369200,0,0,0,0
2369250,0,0,0,0
2369300,2,0,0,0
2369350,0,0,2,0
2369400,0,2,0,0
2369450,0,0,0,0
2369500,0,0,0,0
2369550,0,0,0,0
2369600,0,4,0,0
2369651,0,0,0,0
2369700,0,6,0,0
2369750,0,6,0,0
2369800,0,8,0,0
2369850,0,4,0,0
2369900,0,6,0,0
2369950,0,0,0,0
2370000,0,0,0,0
2370051,0,0,0,0
2370100,0,0,0,0
2370150,0,0,0,0
2370200,0,0,0,0
2370250,0,0,0,0
2370300,0,0,0,0
2370350,0,0,0,0
2370400,0,0,0,0
2370450,0,0,0,0
2370500,0,0,2,0
2370550,0,0,0,0
2370600,0,0,0,0
2370650,0,0,0,0
2370700,0,0,0,0
2370750,0,0,4,0
2370800,0,0,0,0
2370850,0,0,0,0
2370900,0,0,0,0
2370950,0,0,0,0
2371000,0,0,0,0
2371050,0,0,2,0
2371100,0,0,0,0
2371150,0,0,0,0
2371200,0,0,0,0
2371250,0,0,0,0
2371300,0,0,0,0
2371350,0,2,0,0
2371400,0,0,0,0
2371450,0,0,0,0
2371500,0,0,0,0
2371550,0,0,0,0
2371600,0,8,2,0
2371650,0,0,0,0
2371700,0,2,0,0
2371750,2,0,0,0
2371800,0,0,0,0
2371850,0,0,0,0
2371900,0,0,0,0
2371950,0,0,0,0
2372000,0,0,0,0
2372050,0,0,0,0
2372100,0,0,0,0
2372150,0,0,0,0
2372200,0,0,0,0
2372250,0,0,0,0
2372300,0,0,0,0
2372350,0,0,0,0
2372400,0,0,0,0
2372450,0,2,0,0
2372500,0,0,0,0
2372550,0,0,0,0
2372600,0,2,0,0
2372650,0,0,0,0
2372700,0,2,2,0
2372750,0,0,0,0
2372800,0,0,0,0
2372850,0,0,0,0
2372900,0,0,0,0
2372950,0,0,0,0
2373000,0,0,8,0
2373050,0,0,0,0
2373100,0,0,0,0
2373150,0,0,0,0
2373200,0,0,0,0
2373250,0,0,2,0
2373300,0,0,0,0
2373350,0,0,0,0
2373400,0,2,0,0
2373450,0,14,0,0
2373500,0,2,0,0
2373550,0,8,2,0
2373600,0,4,0,0
2373650,0,0,0,0
2373700,0,0,0,0
2373750,0,0,0,0
2373800,0,0,0,0
2373850,0,0,0,0
2373900,2,0,0,0
2373950,0,0,0,0
2374000,0,0,0,0
2374050,0,0,0,0
2374100,0,0,0,0
2374150,0,0,0,0
2374200,0,0,0,0
2374250,0,0,0,0
2374300,0,0,0,0
2374350,0,0,0,0
2374400,0,0,0,0
2374450,0,0,0,0
2374500,0,0,0,0
2374550,0,0,0,0
2374600,0,0,0,0
2374650,0,0,0,0
2374700,0,0,0,0
2374750,0,0,0,0
2374800,0,0,0,0
2374850,0,0,0,0
2374900,0,0,0,0
2374950,0,0,0,0
2375000,0,4,0,0
2375050,0,2,0,0
2375100,0,2,0,0
2375150,0,4,0,0
2375200,0,4,0,0
2375250,0,0,0,0
2375300,0,0,0,0
2375350,0,6,0,0
2375400,0,0,0,0
2375450,0,0,0,0
2375500,0,0,0,0
2375550,0,0,0,0
2375600,0,0,0,0
2375650,0,0,0,0
2375700,0,0,0,0
2375750,0,0,0,0
2375800,0,0,0,0
2375850,0,0,0,0
2375900,0,0,0,0
2375950,0,0,0,0
2376000,0,0,0,0
2376050,0,0,2,0
2376100,0,0,0,0
2376150,0,0,0,0
2376200,0,0,0,0
2376250,0,0,0,0
2376300,0,0,2,0
2376350,0,0,0,0
2376400,0,0,0,0
2376450,0,0,0,0
2376500,0,0,0,0
2376550,0,2,0,0
2376600,0,0,0,0
2376650,0,0,0,0
2376700,0,0,0,0
2376750,0,0,0,0
2376800,0,2,0,0
2376850,0,0,0,0
2376900,0,0,0,0
2376950,0,8,0,0
2377000,0,4,0,0
2377050,0,6,0,0
2377100,0,2,0,0
2377150,0,0,8,0
2377200,0,0,0,0
2377250,0,0,0,0
2377300,0,2,0,0
2377350,0,0,0,0
2377400,0,0,0,0
2377450,0,0,0,0
2377500,0,0,0,0
2377550,0,0,0,0
2377600,2,0,0,0
2377650,0,0,0,0
2377701,0,0,0,0
2377750,0,0,0,0
2377800,0,0,0,0
2377850,0,0,0,0
2377900,0,0,0,0
2377950,0,0,0,0
2378000,0,0,0,0
2378050,0,0,0,0
2378100,0,0,0,0
2378150,0,0,0,0
2378200,0,2,0,0
2378250,0,0,4,0
2378300,0,0,0,0
2378350,0,0,0,0
2378400,0,0,0,0
2378450,0,0,0,0
2378500,0,0,0,0
2378550,0,0,0,0
2378600,0,0,0,0
2378650,0,2,0,0
2378700,0,0,0,0
2378750,0,2,0,0
2378800,0,2,0,0
2378850,0,0,0,0
2378900,0,0,0,0
2378950,0,0,0,0
2379000,0,0,0,0
2379050,0,0,0,0
2379100,0,0,0,0
2379150,0,0,0,0
2379200,0,0,0,0
2379250,0,0,0,0
2379300,0,0,0,0
2379350,0,0,0,0
2379400,0,0,0,0
2379450,0,0,0,0
2379500,0,0,0,0
2379550,0,0,0,0
2379600,2,0,0,0
2379650,0,0,0,0
2379700,0,6,0,0
2379750,0,0,0,0
2379800,0,2,0,0
2379850,0,0,0,0
2379900,0,0,0,0
2379950,0,0,2,0
2380000,0,0,0,0
2380050,0,0,0,0
2380100,0,0,0,0
2380150,0,0,0,0
2380200,0,0,0,0
2380250,0,0,0,0
2380300,0,4,0,0
2380350,0,0,0,0
2380400,0,4,0,0
2380450,0,4,0,0
2380500,0,0,0,0
2380550,0,0,0,0
2380600,0,0,0,0
2380650,0,0,0,0
2380700,0,0,0,0
2380750,0,0,2,0
2380800,0,0,0,0
2380850,0,0,0,0
2380900,0,0,0,0
2380950,0,0,0,0
2381000,0,0,0,0
2381050,0,0,4,0
2381100,0,0,0,0
2381150,0,0,0,0
2381200,0,0,0,0
2381250,0,0,0,0
2381300,0,0,0,0
2381350,0,0,0,0
2381400,0,0,0,0
2381450,0,0,0,0
2381500,0,0,0,0
2381550,0,0,0,0
2381600,0,0,0,0
2381650,0,0,0,0
2381700,0,0,0,0
2381750,0,2,0,0
2381800,0,0,0,0
2381850,0,6,0,0
2381900,0,6,0,0
2381950,0,0,0,0
2382000,0,2,0,0
2382050,0,10,0,0
2382100,0,0,0,0
2382150,0,0,0,0
2382200,0,0,0,0
2382250,0,0,0,0
2382300,0,0,0,0
2382350,0,0,0,0
2382400,0,0,0,0
2382450,0,0,4,0
2382500,0,0,0,0
2382550,0,0,0,0
2382600,0,0,0,0
2382650,0,0,0,0
2382700,0,0,2,0
2382750,0,0,0,0
2382800,0,0,0,0
2382850,0,0,0,0
2382900,0,0,0,0
2382950,0,0,0,0
2383000,0,0,2,0
2383050,0,0,0,0
2383100,0,0,0,0
2383150,0,0,0,0
2383200,0,0,0,0
2383250,0,0,0,0
2383300,0,0,0,0
2383350,0,2,0,0
2383400,0,4,0,0
2383450,0,0,0,0
2383500,0,6,0,0
2383550,0,2,0,0
2383600,0,4,0,0
2383650,0,2,0,0
2383700,0,0,0,0
2383750,0,0,0,0
2383800,0,0,0,0
2383850,0,0,0,0
2383900,0,0,0,0
2383950,0,0,0,0
2384000,0,0,0,0
2384050,0,0,0,0
2384100,0,0,0,0
2384150,0,0,0,0
2384200,0,0,0,0
2384250,0,0,0,0
2384300,0,0,0,0
2384350,0,0,0,0
2384400,0,0,2,0
2384450,0,0,0,0
2384500,0,0,0,0
2384550,0,0,0,0
2384600,0,0,0,0
2384650,0,0,0,0
2384700,0,0,0,0
2384750,0,0,0,0
2384800,0,0,0,0
2384850,0,0,0,0
2384900,2,0,0,0
2384950,0,0,0,0
2385000,0,0,0,0
2385050,0,2,0,0
2385100,0,0,0,0
2385150,0,6,0,0
2385200,0,2,0,0
2385250,0,0,2,0
2385300,0,0,0,0
2385350,0,0,0,0
2385400,0,0,0,0
2385450,0,0,0,0
2385500,0,0,0,0
2385550,0,0,0,0
2385600,0,0,0,0
2385650,0,0,0,0
2385700,0,0,0,0
2385750,0,0,0,0
2385800,0,0,6,0
2385850,0,0,0,0
2385900,0,0,0,0
2385950,0,0,0,0
2386000,0,0,0,0
2386050,0,0,0,0
2386100,0,0,0,0
2386150,0,0,0,0
2386200,0,0,0,0
2386250,0,0,0,0
2386300,0,0,0,0
2386350,0,0,0,0
2386400,0,0,0,0
2386450,0,2,0,0
2386500,0,0,0,0
2386550,0,0,0,0
2386600,0,0,0,0
2386650,0,0,0,0
2386700,0,0,0,0
2386751,0,0,0,0
2386800,0,0,0,0
2386850,0,4,0,0
2386900,0,0,0,0
2386950,0,0,0,0
2387000,0,0,0,0
2387050,0,0,0,0
2387100,0,0,0,0
2387150,0,0,0,0
2387200,0,0,0,0
2387250,0,0,0,0
2387300,0,0,0,0
2387350,0,0,0,0
2387400,0,0,0,0
2387450,0,0,0,0
2387500,0,0,0,0
2387550,0,0,0,0
2387600,0,0,0,0
2387650,0,0,0,0
2387700,0,0,0,0
2387750,0,0,0,0
2387800,0,0,0,0
2387850,0,0,0,0
2387900,0,0,0,0
2387950,0,0,0,0
2388000,0,0,0,0
2388050,0,0,2,0
2388100,0,0,0,0
2388150,0,0,0,0
2388200,0,0,0,0
2388250,0,0,0,0
2388300,0,0,0,0
2388350,0,0,0,0
2388400,0,0,0,0
2388450,0,0,0,0
2388500,0,0,0,0
2388550,0,0,0,0
2388600,0,0,2,0
2388650,0,2,0,0
2388700,0,2,0,0
2388750,0,0,0,0
2388800,0,6,0,0
2388850,0,2,0,0
2388900,0,0,0,0
2388950,0,0,0,0
2389000,0,0,0,0
2389050,0,0,0,0
2389100,0,0,0,0
2389150,0,0,0,0
2389200,0,0,0,0
2389250,0,0,0,0
2389300,0,0,0,0
2389350,0,0,0,0
2389400,0,0,0,0
2389450,0,0,0,0
2389500,0,0,0,0
2389550,0,0,0,0
2389600,0,0,0,0
2389650,0,0,0,0
2389700,0,0,0,0
2389750,0,0,4,0
2389800,0,0,0,0
2389850,0,0,0,0
2389900,0,0,0,0
2389950,0,0,0,0
2390000,0,0,4,0
2390050,0,0,0,0
2390100,0,0,0,0
2390150,0,0,0,0
2390200,0,0,0,0
2390250,0,0,0,0
2390300,0,6,0,0
2390350,0,4,0,0
2390400,0,2,0,0
2390450,0,4,0,0
2390500,0,0,0,0
2390550,0,0,0,0
2390600,0,0,0,0
2390650,0,0,0,0
2390700,0,0,0,0
2390750,0,2,0,0
2390800,0,0,0,0
2390850,0,0,0,0
2390900,0,0,0,0
2390950,0,0,0,0
2391000,0,0,0,0
2391050,0,0,0,0
2391100,0,0,0,0
2391150,0,0,0,0
2391200,0,0,0,0
2391250,0,0,0,0
2391300,0,0,0,0
2391350,0,0,0,0
2391400,0,4,0,0
2391450,0,2,0,0
2391500,2,0,0,0
2391550,0,0,0,0
2391600,0,0,0,0
2391650,0,0,0,0
2391700,0,0,0,0
2391750,0,0,0,0
2391800,0,0,0,0
2391850,0,0,0,0
2391900,0,0,0,0
2391950,0,0,0,0
2392000,0,2,6,0
2392050,0,0,0,0
2392100,4,0,0,0
2392150,0,8,0,0
2392200,0,0,0,0
2392250,0,0,0,0
2392300,0,0,0,0
2392350,0,0,0,0
2392400,0,0,0,0
2392450,0,0,0,0
2392500,0,0,0,0
2392550,0,0,0,0
2392600,0,0,0,0
2392650,0,0,0,0
2392700,0,0,0,0
2392750,0,0,0,0
2392800,0,0,0,0
2392850,0,0,0,0
2392900,0,0,0,0
2392950,0,0,0,0
2393000,0,0,0,0
2393050,0,0,0,0
2393100,0,2,0,0
2393150,0,0,0,0
2393200,0,0,0,0
2393250,0,0,0,0
2393300,0,0,0,0
2393350,0,0,0,0
2393400,0,0,0,0
2393450,0,0,0,0
2393500,0,0,0,0
2393550,0,0,0,0
2393600,0,0,0,0
2393650,0,0,0,0
2393700,0,4,0,0
2393750,0,0,0,0
2393800,0,6,0,0
2393850,0,2,0,0
2393900,0,0,0,0
2393950,0,0,0,0
2394000,0,0,0,0
2394050,0,0,0,0
2394100,0,0,0,0
2394150,0,0,0,0
2394200,0,0,0,0
2394250,0,0,4,0
2394300,0,0,0,0
2394350,0,0,0,0
2394400,0,0,0,0
2394450,0,0,0,0
2394500,0,0,0,0
2394550,0,0,2,0
2394600,0,0,0,0
2394650,0,0,0,0
2394700,0,0,0,0
2394750,0,0,0,0
2394800,0,0,0,0
2394850,0,0,0,0
2394900,0,0,0,0
2394950,0,0,0,0
2395000,0,0,0,0
2395050,0,0,0,0
2395100,0,0,2,0
2395150,0,0,0,0
2395200,0,0,0,0
2395250,0,0,0,0
2395300,0,0,0,0
2395350,0,0,0,0
2395400,0,0,0,0
2395450,0,6,0,0
2395500,0,6,0,0
2395550,0,0,0,0
2395600,0,0,0,0
2395650,0,0,0,0
2395700,0,0,0,0
2395750,0,0,0,0
2395800,0,0,0,0
2395850,0,0,0,0
2395900,0,0,0,0
2395950,0,0,0,0
2396000,0,0,0,0
2396050,0,0,0,0
2396100,0,0,0,0
2396150,0,0,0,0
2396200,0,0,4,0
2396250,0,0,0,0
2396300,0,0,0,0
2396350,0,0,0,0
2396400,0,0,0,0
2396450,2,0,0,0
2396500,0,0,0,0
2396550,0,0,0,0
2396600,0,0,0,0
2396650,2,0,0,0
2396700,4,0,0,0
2396750,0,0,2,0
2396800,0,0,0,0
2396850,0,0,0,0
2396900,2,2,0,0
2396950,0,2,0,0
2397000,0,2,4,0
2397050,0,2,0,0
2397100,0,2,0,0
2397150,0,0,0,0
2397200,0,0,0,0
2397250,0,0,0,0
2397300,0,2,0,0
2397350,0,0,0,0
2397400,0,0,0,0
2397450,0,0,0,0
2397500,0,0,0,0
2397550,0,0,0,0
2397600,0,0,8,0
2397650,0,0,0,0
2397700,0,0,0,0
2397750,0,0,0,0
2397800,0,0,0,0
2397850,0,0,0,0
2397900,0,0,0,0
2397950,0,0,0,0
2398000,0,0,0,0
2398050,0,0,0,0
2398100,0,0,0,0
2398150,0,0,6,0
2398200,0,0,0,0
2398250,0,0,0,0
2398300,0,0,0,0
2398350,0,0,0,0
2398400,0,0,0,0
2398450,0,0,0,0
2398500,0,0,0,0
2398550,0,0,0,0
2398600,0,8,0,0
2398650,0,0,0,0
2398700,0,0,0,0
2398750,0,2,0,0
2398800,0,0,0,0
2398850,0,0,0,0
2398900,0,0,0,0
2398950,0,0,0,0
2399000,0,0,0,0
2399050,0,0,0,0
2399100,2,0,0,0
2399150,0,0,0,0
2399200,0,0,0,0
2399250,0,0,0,0
2399300,0,0,0,0
2399350,0,0,0,0
2399400,0,0,0,0
2399450,0,0,0,0
2399500,0,0,0,0
2399550,0,0,0,0
2399600,0,0,0,0
2399650,0,0,0,0
2399700,0,0,0,0
2399750,0,0,0,0
2399800,0,0,0,0
2399850,4,0,0,0
2399900,0,0,0,0
2399950,0,0,0,0
2400000,0,0,0,0
2400050,0,0,0,0
2400100,0,2,0,0
2400150,0,0,0,0
2400200,0,0,0,0
