time(msec),fuel_pressure(psi),chamber_pressure(psi),oxygen_pressure(psi),loadcell(lbs)
2400250,0,0,0,0
2400300,0,8,0,0
2400350,0,0,0,0
2400400,0,8,0,0
2400450,0,0,0,0
2400500,0,0,0,0
2400550,0,0,0,0
2400600,0,0,0,0
2400650,0,0,4,0
2400700,0,0,0,0
2400750,0,0,0,0
2400800,0,0,0,0
2400850,0,0,0,0
2400900,0,0,0,0
2400950,0,0,4,0
2401000,0,0,0,0
2401050,0,0,0,0
2401100,0,0,0,0
2401150,0,0,0,0
2401200,0,0,0,0
2401250,0,0,0,0
2401300,0,0,0,0
2401350,0,0,0,0
2401400,0,0,0,0
2401450,0,0,0,0
2401500,0,0,4,0
2401550,0,0,0,0
2401600,0,0,0,0
2401650,0,0,0,0
2401700,0,0,0,0
2401750,0,0,0,0
2401800,0,0,0,0
2401850,0,0,0,0
2401900,0,2,2,0
2401950,0,0,0,0
2402000,0,0,0,0
2402050,0,2,0,0
2402100,0,0,0,0
2402150,0,6,0,0
2402200,0,4,0,0
2402250,0,0,0,0
2402300,0,2,0,0
2402350,0,0,0,0
2402400,0,0,0,0
2402450,0,0,0,0
2402500,0,0,0,0
2402550,0,0,0,0
2402600,0,0,0,0
2402650,0,0,0,0
2402700,0,0,0,0
2402750,0,0,0,0
2402800,0,0,0,0
2402850,0,0,0,0
2402900,0,0,0,0
2402950,0,0,0,0
2403000,0,0,0,0
2403050,0,0,0,0
2403100,0,0,0,0
2403150,0,0,0,0
2403200,0,0,0,0
2403250,0,0,0,0
2403300,0,0,0,0
2403350,0,0,0,0
2403400,0,0,0,0
2403450,0,0,0,0
2403500,0,0,0,0
2403550,0,0,0,0
2403600,2,0,0,0
2403650,0,0,0,0
2403700,0,0,2,0
2403750,0,4,0,0
2403800,0,0,0,0
2403850,0,2,0,0
2403900,0,6,0,0
2403950,0,4,0,0
2404000,0,4,2,0
2404050,0,0,0,0
2404100,0,0,0,0
2404150,0,0,0,0
2404200,0,0,0,0
2404250,0,0,0,0
2404300,0,0,6,0
2404350,0,0,0,0
2404400,0,0,0,0
2404450,2,0,0,0
2404500,0,0,0,0
2404550,0,0,2,0
2404600,0,0,0,0
2404650,0,0,0,0
2404701,0,0,0,0
2404750,0,0,0,0
2404800,0,0,0,0
2404850,0,0,2,0
2404900,0,0,0,0
2404950,0,0,0,0
2405000,0,0,0,0
2405050,0,0,0,0
2405100,0,0,0,0
2405150,0,0,6,0
2405200,2,0,0,0
2405250,0,0,0,0
2405300,0,0,0,0
2405350,0,0,0,0
2405400,0,0,4,0
2405450,0,0,0,0
2405500,0,0,0,0
2405550,0,4,0,0
2405600,0,0,0,0
2405650,0,2,0,0
2405700,0,8,0,0
2405750,0,0,0,0
2405800,0,0,0,0
2405850,0,0,0,0
2405900,0,0,0,0
2405950,0,0,0,0
2406000,0,0,0,0
2406050,0,0,0,0
2406100,0,0,0,0
2406150,0,0,0,0
2406200,0,0,0,0
2406250,0,0,0,0
2406300,0,0,0,0
2406350,0,0,0,0
2406400,0,0,0,0
2406450,0,0,0,0
2406500,0,0,0,0
2406550,0,0,0,0
2406600,0,0,0,0
2406650,0,0,0,0
2406700,0,0,0,0
2406750,0,0,0,0
2406800,0,0,0,0
2406850,0,0,0,0
2406900,0,0,0,0
2406950,0,0,0,0
2407000,0,0,0,0
2407050,0,0,0,0
2407100,0,0,0,0
2407150,0,0,0,0
2407200,0,2,0,0
2407250,0,0,0,0
2407300,0,0,0,0
2407350,0,6,0,0
2407400,0,0,0,0
2407450,0,2,0,0
2407500,0,2,0,0
2407550,0,2,0,0
2407600,0,0,0,0
2407650,0,0,0,0
2407700,0,0,0,0
2407750,0,0,0,0
2407800,0,0,0,0
2407850,0,0,0,0
2407900,2,0,0,0
2407950,0,0,0,0
2408000,0,0,0,0
2408050,0,0,0,0
2408100,0,0,0,0
2408150,0,0,0,0
2408200,0,0,2,0
2408250,0,0,0,0
2408300,0,0,0,0
2408350,0,0,0,0
2408400,0,0,0,0
2408450,0,0,0,0
2408500,0,0,0,0
2408550,0,0,0,0
2408600,0,0,0,0
2408650,0,0,0,0
2408700,4,0,0,0
2408750,0,0,0,0
2408800,0,0,0,0
2408850,0,0,0,0
2408900,4,0,0,0
2408950,0,2,0,0
2409000,0,0,0,0
2409050,0,0,0,0
2409100,0,0,0,0
2409150,0,0,0,0
2409200,0,4,0,0
2409250,0,0,0,0
2409300,0,0,0,0
2409350,0,0,0,0
2409400,0,0,0,0
2409450,0,0,0,0
2409500,0,0,0,0
2409550,4,4,0,0
2409600,0,0,0,0
2409650,0,10,0,0
2409700,0,2,0,0
2409750,0,0,0,0
2409800,0,0,0,0
2409850,0,0,2,0
2409900,0,0,0,0
2409950,0,0,0,0
2410000,0,0,0,0
2410050,0,0,0,0
2410100,0,0,0,0
2410150,0,0,0,0
2410201,0,0,0,0
2410250,0,0,0,0
2410300,0,0,0,0
2410350,0,0,2,0
2410400,0,0,0,0
2410450,0,0,0,0
2410500,0,0,0,0
2410550,0,0,0,0
2410600,0,0,0,0
2410650,0,0,0,0
2410700,0,0,0,0
2410750,0,0,0,0
2410800,0,0,0,0
2410850,0,0,0,0
2410900,0,0,0,0
2410950,0,0,0,0
2411000,0,0,0,0
2411050,0,0,0,0
2411100,0,0,0,0
2411150,0,0,0,0
2411200,0,2,0,0
2411250,0,0,0,0
2411300,0,0,0,0
2411350,0,0,0,0
2411400,0,0,0,0
2411450,0,2,0,0
2411500,0,2,4,0
2411550,0,4,0,0
2411600,2,0,0,0
2411650,0,8,0,0
2411700,0,0,0,0
2411750,0,0,0,0
2411800,0,2,0,0
2411850,0,0,0,0
2411900,0,0,0,0
2411950,0,0,0,0
2412000,0,0,0,0
2412050,0,0,2,0
2412101,0,0,0,0
2412150,0,0,0,0
2412200,0,0,0,0
2412250,0,0,0,0
2412300,0,0,0,0
2412350,0,0,0,0
2412400,0,0,0,0
2412450,0,0,0,0
2412500,0,0,0,0
2412550,0,0,0,0
2412600,0,0,0,0
2412650,0,0,0,0
2412700,0,0,0,0
2412750,0,0,0,0
2412800,0,0,0,0
2412850,0,0,0,0
2412900,0,0,0,0
2412950,0,0,0,0
2413000,0,0,0,0
2413050,0,0,0,0
2413100,0,0,0,0
2413150,0,0,0,0
2413200,0,0,0,0
2413250,0,0,0,0
2413300,0,0,0,0
2413350,0,0,0,0
2413400,0,6,0,0
2413450,0,2,4,0
2413500,0,0,0,0
2413550,0,2,0,0
2413600,0,0,0,0
2413650,0,0,0,0
2413700,0,0,0,0
2413751,0,0,0,0
2413800,0,0,0,0
2413850,0,0,0,0
2413900,0,0,0,0
2413950,0,0,0,0
2414000,0,0,0,0
2414050,0,0,0,0
2414100,0,0,0,0
2414150,0,0,0,0
2414200,0,0,0,0
2414250,0,0,0,0
2414300,0,0,4,0
2414350,0,0,0,0
2414400,0,0,0,0
2414450,0,0,0,0
2414500,0,0,0,0
2414550,0,0,0,0
2414600,0,0,0,0
2414650,0,0,0,0
2414700,0,0,0,0
2414750,0,0,0,0
2414800,0,0,0,0
2414850,0,0,2,0
2414900,0,0,0,0
2414950,0,6,0,0
2415000,0,4,0,0
2415050,0,6,0,0
2415100,0,8,0,0
2415150,0,6,0,0
2415200,0,0,0,0
2415250,0,0,0,0
2415300,0,0,0,0
2415350,0,0,0,0
2415400,0,0,4,0
2415450,0,0,0,0
2415500,0,0,0,0
2415550,0,0,0,0
2415600,0,0,0,0
2415650,0,0,0,0
2415700,0,0,0,0
2415750,0,0,0,0
2415800,0,0,0,0
2415850,0,0,0,0
2415900,0,0,0,0
2415950,0,0,2,0
2416000,0,0,0,0
2416050,0,0,0,0
2416100,0,0,0,0
2416150,0,0,0,0
2416200,0,0,0,0
2416250,0,0,0,0
2416300,0,0,0,0
2416350,0,0,0,0
2416400,0,0,0,0
2416450,0,0,0,0
2416500,0,0,0,0
2416550,0,0,0,0
2416600,0,2,0,0
2416650,0,2,0,0
2416700,0,4,0,0
2416750,0,0,0,0
2416800,0,6,4,0
2416850,2,0,0,0
2416900,0,4,0,0
2416950,2,0,0,0
2417000,0,0,0,0
2417050,0,0,4,0
2417100,0,0,0,0
2417150,0,0,0,0
2417200,0,0,0,0
2417250,0,0,0,0
2417300,0,0,2,0
2417350,0,0,2,0
2417400,0,0,0,0
2417450,0,0,0,0
2417500,0,0,0,0
2417550,0,0,0,0
2417600,0,0,0,0
2417650,0,0,0,0
2417700,0,0,0,0
2417750,0,0,0,0
2417800,0,0,0,0
2417850,0,0,0,0
2417900,0,0,2,0
2417950,0,0,0,0
2418000,0,0,0,0
2418050,0,0,0,0
2418100,0,0,0,0
2418150,0,0,0,0
2418200,0,0,0,0
2418250,0,0,0,0
2418300,0,0,0,0
2418350,0,0,0,0
2418400,0,0,0,0
2418450,0,2,0,0
2418500,0,4,0,0
2418550,0,0,0,0
2418600,0,8,0,0
2418650,0,4,0,0
2418700,0,0,0,0
2418750,0,0,0,0
2418800,0,0,0,0
2418850,0,0,0,0
2418900,0,0,0,0
2418950,0,0,0,0
2419000,0,0,4,0
2419050,0,0,0,0
2419100,0,0,0,0
2419150,0,2,0,0
2419200,0,0,0,0
2419250,0,0,2,0
2419300,0,0,0,0
2419350,0,0,0,0
2419400,0,0,0,0
2419450,0,0,0,0
2419500,0,0,0,0
2419550,0,0,0,0
2419600,0,0,0,0
2419650,0,0,0,0
2419700,0,0,0,0
2419750,0,0,0,0
2419800,0,0,0,0
2419850,0,0,0,0
2419900,0,0,0,0
2419950,0,2,0,0
2420000,0,0,0,0
2420050,0,0,0,0
2420100,0,0,2,0
2420150,0,10,0,0
2420200,0,2,0,0
2420250,0,0,0,0
2420300,0,0,0,0
2420350,0,4,0,0
2420400,0,6,0,0
2420450,0,0,0,0
2420500,0,0,0,0
2420550,0,0,0,0
2420600,0,0,0,0
2420650,0,0,4,0
2420700,0,0,0,0
2420750,0,0,0,0
2420800,0,0,0,0
2420850,0,0,0,0
2420900,0,0,0,0
2420950,0,0,0,0
2421000,0,0,0,0
2421050,0,0,0,0
2421100,0,0,0,0
2421150,0,0,0,0
2421200,0,0,2,0
2421250,0,0,0,0
2421300,0,0,0,0
2421350,0,0,0,0
2421400,0,0,0,0
2421450,0,0,0,0
2421500,0,0,0,0
2421550,0,0,0,0
2421600,0,0,0,0
2421650,0,0,0,0
2421700,0,0,0,0
2421750,0,0,0,0
2421800,0,0,0,0
2421850,0,0,0,0
2421900,0,0,0,0
2421950,0,0,0,0
2422000,0,0,0,0
2422050,0,0,0,0
2422100,0,0,0,0
2422150,0,2,0,0
2422200,0,0,0,0
2422250,0,0,0,0
2422300,0,0,2,0
2422350,0,0,0,0
2422400,0,0,0,0
2422450,0,0,0,0
2422500,0,0,0,0
2422550,0,0,0,0
2422600,0,0,0,0
2422650,0,0,0,0
2422700,0,0,0,0
2422750,0,0,0,0
2422800,0,0,0,0
2422850,0,0,0,0
2422900,0,0,0,0
2422950,0,0,0,0
2423000,0,0,0,0
2423050,0,0,0,0
2423100,0,0,0,0
2423150,0,0,4,0
2423200,0,0,0,0
2423250,0,0,0,0
2423300,0,0,0,0
2423350,0,0,0,0
2423400,0,0,2,0
2423450,0,0,0,0
2423500,0,0,0,0
2423550,0,0,0,0
2423600,0,0,0,0
2423650,0,0,0,0
2423700,0,0,0,0
2423750,0,2,0,0
2423800,0,2,0,0
2423850,0,0,0,0
2423900,0,0,0,0
2423950,0,2,0,0
2424000,0,2,0,0
2424050,0,0,0,0
2424100,0,0,0,0
2424150,0,0,0,0
2424200,0,0,0,0
2424250,0,0,2,0
2424300,0,0,0,0
2424350,0,0,0,0
2424400,0,0,0,0
2424450,0,0,0,0
2424500,0,0,0,0
2424550,0,0,0,0
2424600,0,0,0,0
2424650,0,0,0,0
2424700,0,0,0,0
2424750,0,0,0,0
2424800,0,0,0,0
2424850,0,0,0,0
2424900,0,0,0,0
2424950,0,0,0,0
2425000,0,0,0,0
2425050,0,0,0,0
2425100,0,0,0,0
2425150,0,0,0,0
2425200,0,0,0,0
2425250,0,0,0,0
2425300,0,2,0,0
2425350,0,0,2,0
2425400,0,0,0,0
2425450,0,0,0,0
2425500,0,4,0,0
2425550,0,2,0,0
2425600,2,2,0,0
2425650,0,0,0,0
2425700,0,2,0,0
2425750,0,0,0,0
2425800,0,0,0,0
2425850,0,0,0,0
2425900,0,0,4,0
2425950,0,0,0,0
2426000,0,0,0,0
2426050,0,0,0,0
2426100,0,0,0,0
2426150,0,0,0,0
2426200,0,0,0,0
2426250,0,0,0,0
2426300,0,0,0,0
2426350,0,0,0,0
2426400,0,0,0,0
2426450,0,0,4,0
2426500,4,0,0,0
2426550,0,0,0,0
2426600,0,0,0,0
2426650,0,0,0,0
2426700,0,0,2,0
2426750,0,0,0,0
2426800,0,0,0,0
2426850,0,0,0,0
2426900,0,0,0,0
2426950,0,0,0,0
2427000,0,6,4,0
2427050,0,0,0,0
2427100,0,6,0,0
2427150,0,4,0,0
2427200,0,0,0,0
2427250,0,8,0,0
2427300,0,0,0,0
2427350,0,0,0,0
2427400,0,0,0,0
2427450,0,0,0,0
2427500,0,0,0,0
2427550,0,0,4,0
2427600,0,0,0,0
2427650,0,0,0,0
2427700,0,0,0,0
2427750,0,0,0,0
2427800,0,0,0,0
2427850,0,0,0,0
2427900,0,0,0,0
2427950,0,0,0,0
2428000,0,0,0,0
2428050,0,0,0,0
2428100,0,0,0,0
2428150,0,0,0,0
2428200,0,2,0,0
2428250,0,0,0,0
2428300,0,0,0,0
2428350,0,0,0,0
2428400,0,0,0,0
2428450,0,0,0,0
2428500,0,0,0,0
2428550,0,0,0,0
2428600,0,0,0,0
2428650,0,0,2,0
2428700,0,0,0,0
2428750,0,0,0,0
2428800,0,0,0,0
2428850,0,0,0,0
2428900,0,4,0,0
2428950,0,0,0,0
2429000,0,2,0,0
2429050,0,6,0,0
2429100,0,6,0,0
2429150,0,2,0,0
2429200,0,0,0,0
2429250,0,0,0,0
2429300,0,0,0,0
2429350,2,0,0,0
2429400,0,0,0,0
2429450,0,0,0,0
2429500,0,0,0,0
2429550,0,0,0,0
2429600,0,0,0,0
2429650,0,0,0,0
2429700,0,0,0,0
2429750,0,0,2,0
2429800,0,0,0,0
2429850,2,0,0,0
2429900,0,0,0,0
2429950,0,0,0,0
2430000,0,0,0,0
2430050,0,0,0,0
2430100,0,0,0,0
2430150,0,0,0,0
2430200,0,0,0,0
2430250,0,0,0,0
2430300,0,0,0,0
2430350,0,0,0,0
2430400,0,0,0,0
2430450,0,0,0,0
2430500,0,0,0,0
2430550,0,0,0,0
2430600,0,0,0,0
2430650,0,2,0,0
2430700,0,6,0,0
2430750,0,4,0,0
2430800,0,2,0,0
2430850,0,0,2,0
2430900,0,2,0,0
2430950,0,0,0,0
2431000,0,0,0,0
2431050,0,0,0,0
2431100,0,0,0,0
2431150,0,0,0,0
2431200,0,0,0,0
2431250,0,0,0,0
2431300,0,0,0,0
2431350,0,0,0,0
2431400,0,0,0,0
2431450,0,2,0,0
2431500,0,0,0,0
2431550,0,0,0,0
2431600,0,0,0,0
2431650,0,0,2,0
2431700,0,0,0,0
2431750,0,0,0,0
2431800,0,0,0,0
2431850,0,0,0,0
2431900,0,0,0,0
2431950,0,0,4,0
2432000,0,0,0,0
2432050,0,0,0,0
2432100,0,0,0,0
2432150,0,0,0,0
2432200,0,0,0,0
2432250,0,0,0,0
2432300,0,0,0,0
2432350,0,0,0,0
2432400,0,0,0,0
2432450,0,4,0,0
2432500,0,2,0,0
2432550,0,0,0,0
2432600,0,2,0,0
2432650,0,6,0,0
2432700,0,6,0,0
2432750,0,0,0,0
2432800,0,0,0,0
2432850,0,0,0,0
2432900,0,0,0,0
2432950,0,0,0,0
2433000,0,0,0,0
2433050,0,0,0,0
2433100,0,0,0,0
2433150,0,0,0,0
2433200,0,0,0,0
2433250,0,0,0,0
2433300,0,0,0,0
2433350,0,2,0,0
2433400,0,0,0,0
2433450,0,0,0,0
2433500,0,0,0,0
2433550,0,0,0,0
2433600,0,0,0,0
2433650,0,0,0,0
2433700,0,0,0,0
2433750,0,0,0,0
2433800,0,0,0,0
2433850,0,0,0,0
2433900,0,0,0,0
2433950,0,0,0,0
2434000,0,0,0,0
2434050,0,0,0,0
2434100,0,0,0,0
2434150,0,0,0,0
2434200,0,0,0,0
2434250,0,0,0,0
2434300,0,0,0,0
2434350,0,4,0,0
2434400,0,4,0,0
2434450,0,4,2,0
2434500,0,8,0,0
2434550,0,0,0,0
2434600,0,0,0,0
2434650,0,0,0,0
2434700,0,0,0,0
2434750,0,0,0,0
2434800,0,0,0,0
2434850,2,0,0,0
2434900,0,0,0,0
2434950,0,0,0,0
2435000,0,0,2,0
2435050,0,0,0,0
2435100,0,0,0,0
2435150,0,0,0,0
2435200,0,0,0,0
2435250,0,0,0,0
2435300,0,0,0,0
2435350,0,0,0,0
2435400,0,0,0,0
2435450,0,0,0,0
2435500,0,0,0,0
2435550,0,0,0,0
2435600,0,0,0,0
2435650,0,0,0,0
2435700,0,0,0,0
2435750,0,0,0,0
2435800,0,0,0,0
2435850,0,0,0,0
2435900,0,0,0,0
2435950,0,4,0,0
2436000,0,0,0,0
2436050,0,0,0,0
2436100,0,2,2,0
2436150,0,2,0,0
2436200,2,4,0,0
2436250,0,0,0,0
2436300,0,0,0,0
2436350,0,0,0,0
2436400,0,0,0,0
2436450,0,0,0,0
2436500,0,0,0,0
2436550,0,0,0,0
2436600,0,0,0,0
2436650,0,0,0,0
2436700,0,0,0,0
2436750,0,0,0,0
2436800,0,0,0,0
2436850,0,0,0,0
2436900,0,0,0,0
2436950,0,0,2,0
2437000,0,0,0,0
2437050,0,0,0,0
2437100,0,0,0,0
2437150,0,0,0,0
2437200,0,0,0,0
2437250,0,0,0,0
2437300,0,0,0,0
2437350,0,0,0,0
2437400,0,0,0,0
2437450,0,0,0,0
2437500,0,0,4,0
2437550,0,0,0,0
2437600,0,0,0,0
2437650,0,0,0,0
2437700,0,0,0,0
2437750,0,0,0,0
2437800,0,8,0,0
2437850,0,2,0,0
2437900,0,0,0,0
2437950,0,0,0,0
2438000,0,0,0,0
2438050,0,0,8,0
2438100,0,0,0,0
2438150,0,0,0,0
2438200,0,0,0,0
2438250,0,0,0,0
2438300,0,0,0,0
2438350,0,0,0,0
2438400,0,0,0,0
2438450,0,0,0,0
2438500,0,0,0,0
2438550,0,0,0,0
2438600,0,0,2,0
2438650,0,0,0,0
2438700,0,0,0,0
2438750,0,0,0,0
2438800,0,0,0,0
2438850,0,0,0,0
2438900,0,0,0,0
2438950,0,0,0,0
2439000,0,0,0,0
2439050,0,0,0,0
2439100,0,0,0,0
2439150,0,0,4,0
2439200,0,2,0,0
2439250,0,0,0,0
2439300,0,2,0,0
2439350,0,2,0,0
2439400,0,4,0,0
2439450,0,4,0,0
2439500,0,0,0,0
2439550,0,0,0,0
2439600,0,0,0,0
2439650,0,0,0,0
2439700,0,0,0,0
2439750,0,0,0,0
2439800,0,0,0,0
2439850,0,0,0,0
2439900,0,0,0,0
2439950,0,0,0,0
2440000,0,0,0,0
2440050,0,0,0,0
2440100,0,0,0,0
2440150,0,0,0,0
2440200,0,0,0,0
2440250,0,0,0,0
2440300,0,0,4,0
2440350,0,0,0,0
2440400,0,0,0,0
2440450,0,0,0,0
2440500,0,0,0,0
2440550,0,0,0,0
2440600,0,0,0,0
2440650,0,0,0,0
2440700,0,0,0,0
2440750,0,0,0,0
2440800,0,4,0,0
2440850,0,0,2,0
2440900,0,4,0,0
2440950,0,0,0,0
2441000,0,0,0,0
2441050,0,0,0,0
2441100,0,0,0,0
2441150,0,0,0,0
2441200,0,0,0,0
2441250,0,0,0,0
2441300,0,0,0,0
2441350,0,0,0,0
2441400,0,0,0,0
2441450,0,0,0,0
2441500,0,0,0,0
2441550,0,0,0,0
2441600,0,0,0,0
2441650,0,0,0,0
2441700,0,0,0,0
2441750,0,0,0,0
2441800,0,0,0,0
2441850,0,0,0,0
2441900,0,0,0,0
2441950,0,0,2,0
2442000,0,0,0,0
2442050,0,0,0,0
2442100,0,0,0,0
2442150,0,0,0,0
2442200,0,0,0,0
2442250,0,0,2,0
2442300,0,4,0,0
2442350,0,0,0,0
2442400,0,0,0,0
2442450,0,0,0,0
2442500,0,0,0,0
2442550,0,2,0,0
2442600,0,0,0,0
2442650,0,2,0,0
2442700,0,0,0,0
2442750,0,0,0,0
2442800,0,0,0,0
2442850,0,0,0,0
2442900,0,0,0,0
2442950,0,0,0,0
2443000,0,0,0,0
2443050,0,0,2,0
2443100,0,0,2,0
2443150,0,0,0,0
2443200,0,0,0,0
2443250,0,0,0,0
2443300,0,0,0,0
2443350,0,0,0,0
2443400,0,0,0,0
2443450,0,0,0,0
2443500,0,0,0,0
2443550,0,0,0,0
2443600,0,0,0,0
2443650,0,0,2,0
2443700,0,0,0,0
2443750,0,0,0,0
2443800,0,0,0,0
2443850,0,0,0,0
2443900,0,0,0,0
2443950,0,0,0,0
2444000,0,8,0,0
2444050,0,4,0,0
2444100,0,0,0,0
2444150,0,6,0,0
2444200,0,4,0,0
2444250,0,0,0,0
2444300,0,0,0,0
2444350,0,0,0,0
2444400,0,0,0,0
2444450,0,0,0,0
2444500,0,0,0,0
2444550,0,0,0,0
2444600,0,0,0,0
2444650,0,0,0,0
2444700,0,0,0,0
2444750,0,0,2,0
2444800,0,0,0,0
2444850,0,0,0,0
2444900,0,0,0,0
2444950,0,0,0,0
2445000,0,0,0,0
2445050,0,0,4,0
2445100,0,0,0,0
2445150,0,0,0,0
2445200,0,0,0,0
2445250,0,0,0,0
2445300,0,0,0,0
2445350,0,0,0,0
2445400,0,0,0,0
2445450,0,0,0,0
2445500,0,2,0,0
2445550,0,4,0,0
2445600,0,8,4,0
2445650,0,6,0,0
2445700,0,4,0,0
2445750,0,0,0,0
2445800,0,0,0,0
2445850,0,0,0,0
2445900,0,0,0,0
2445950,0,0,0,0
2446000,0,0,0,0
2446050,0,0,0,0
2446100,0,0,0,0
2446150,0,0,0,0
2446200,0,0,0,0
2446250,0,0,0,0
2446300,0,0,0,0
2446350,0,0,0,0
2446400,0,0,0,0
2446450,0,0,6,0
2446500,2,0,0,0
2446550,0,0,0,0
2446600,0,0,0,0
2446650,0,0,0,0
2446700,0,0,0,0
2446750,0,0,0,0
2446800,0,0,0,0
2446850,0,0,0,0
2446900,0,0,0,0
2446950,0,0,0,0
2447000,0,0,0,0
2447050,0,0,0,0
2447100,0,0,0,0
2447150,0,0,0,0
2447200,0,0,0,0
2447250,0,2,0,0
2447300,0,6,0,0
2447350,0,10,0,0
2447400,0,0,0,0
2447450,0,0,0,0
2447500,0,0,0,0
2447550,0,0,2,0
2447600,0,0,0,0
2447650,0,0,0,0
2447700,0,0,0,0
2447750,0,0,0,0
2447800,0,0,0,0
2447850,0,0,0,0
2447900,0,0,0,0
2447950,0,0,0,0
2448000,0,0,0,0
2448050,0,0,0,0
2448100,2,0,2,0
2448150,0,0,0,0
2448200,0,0,0,0
2448250,0,0,0,0
2448300,0,0,0,0
2448350,0,0,0,0
2448400,0,0,6,0
2448450,0,0,0,0
2448500,0,0,0,0
2448550,0,0,0,0
2448600,0,4,0,0
2448650,0,0,0,0
2448700,0,4,0,0
2448750,0,2,0,0
2448800,0,4,0,0
2448850,0,4,0,0
2448900,0,0,0,0
2448950,0,0,2,0
2449000,0,0,0,0
2449050,0,0,0,0
2449100,0,0,0,0
2449150,0,0,0,0
2449200,0,0,0,0
2449250,0,0,0,0
2449300,0,0,0,0
2449350,0,0,0,0
2449400,0,0,0,0
2449450,0,0,0,0
2449500,0,0,0,0
2449550,0,0,0,0
2449600,0,0,0,0
2449650,0,0,0,0
2449700,0,0,0,0
2449750,0,0,0,0
2449800,0,0,0,0
2449850,0,0,0,0
2449900,0,0,0,0
2449950,0,0,0,0
2450000,0,0,0,0
2450050,0,0,0,0
2450100,0,0,0,0
2450150,0,0,0,0
2450200,0,2,0,0
2450250,0,0,0,0
2450300,0,2,0,0
2450350,0,0,0,0
2450400,0,4,0,0
2450450,0,2,0,0
2450500,0,0,0,0
2450550,0,2,0,0
2450600,0,0,0,0
2450650,0,0,0,0
2450700,0,0,0,0
2450750,0,0,0,0
2450800,0,0,0,0
2450850,0,0,0,0
2450900,0,0,6,0
2450950,0,0,0,0
2451000,0,0,0,0
2451050,0,0,0,0
2451100,0,0,0,0
2451150,0,0,0,0
2451200,0,0,2,0
2451250,0,0,0,0
2451300,0,0,0,0
2451350,0,0,0,0
2451400,0,0,0,0
2451450,0,0,2,0
2451500,0,0,0,0
2451550,0,0,0,0
2451600,0,0,0,0
2451650,0,0,0,0
2451700,0,0,0,0
2451750,0,0,0,0
2451800,0,0,0,0
2451850,0,0,0,0
2451900,0,0,0,0
2451950,0,0,0,0
2452000,0,0,0,0
2452050,0,2,0,0
2452100,0,0,0,0
2452150,0,6,0,0
2452200,0,4,0,0
2452250,0,8,0,0
2452300,0,0,0,0
2452350,0,4,0,0
2452400,0,0,0,0
2452450,0,0,0,0
2452500,0,0,0,0
2452550,0,0,0,0
2452600,2,0,2,0
2452650,0,0,0,0
2452700,0,0,0,0
2452750,0,0,0,0
2452800,0,0,0,0
2452850,0,0,0,0
2452900,0,0,0,0
2452950,0,0,0,0
2453000,0,0,0,0
2453050,0,0,0,0
2453100,0,0,0,0
2453150,0,0,6,0
2453200,0,0,0,0
2453250,0,0,0,0
2453300,0,0,0,0
2453350,2,0,0,0
2453400,0,0,0,0
2453450,0,0,0,0
2453500,0,0,0,0
2453550,0,0,0,0
2453600,0,0,0,0
2453650,0,0,0,0
2453700,0,0,0,0
2453750,0,0,0,0
2453800,0,0,0,0
2453850,0,8,0,0
2453900,0,6,0,0
2453950,0,0,0,0
2454000,0,0,0,0
2454050,0,0,0,0
2454100,0,0,0,0
2454150,0,0,0,0
2454200,0,0,0,0
2454250,0,0,2,0
2454300,0,0,0,0
2454350,0,0,0,0
2454400,0,0,0,0
2454450,0,0,0,0
2454500,0,0,0,0
2454550,0,0,0,0
2454600,0,0,0,0
2454650,0,0,0,0
2454700,0,0,0,0
2454750,0,0,0,0
2454800,0,0,2,0
2454850,0,0,0,0
2454900,0,0,0,0
2454950,0,0,0,0
2455000,0,0,0,0
2455050,0,0,0,0
2455100,0,0,0,0
2455150,0,2,0,0
2455200,0,0,0,0
2455250,0,0,0,0
2455300,0,2,0,0
2455350,0,0,0,0
2455400,0,0,0,0
2455450,2,4,0,0
2455500,0,6,0,0
2455550,0,2,0,0
2455600,0,0,0,0
2455650,0,0,4,0
2455700,0,0,0,0
2455750,0,0,0,0
2455800,0,0,0,0
2455850,0,0,0,0
2455900,0,0,0,0
2455950,0,0,0,0
2456000,0,0,0,0
2456050,0,0,0,0
2456100,0,0,0,0
2456150,0,0,0,0
2456200,0,0,0,0
2456250,0,0,0,0
2456300,0,0,0,0
2456350,0,0,0,0
2456400,0,0,0,0
2456450,0,0,0,0
2456500,0,0,0,0
2456550,0,0,0,0
2456600,0,0,0,0
2456650,0,0,0,0
2456700,0,0,0,0
2456750,0,0,0,0
2456800,0,0,0,0
2456850,0,0,0,0
2456900,0,0,0,0
2456950,0,0,0,0
2457000,0,0,0,0
2457050,0,2,0,0
2457100,0,4,0,0
2457150,0,2,0,0
2457200,0,0,0,0
2457250,0,0,0,0
2457300,0,0,0,0
2457350,0,0,0,0
2457400,0,0,0,0
2457450,0,0,0,0
2457500,0,0,0,0
2457550,0,0,0,0
2457600,0,0,4,0
2457650,0,0,0,0
2457700,0,0,0,0
2457750,0,0,0,0
2457800,0,0,0,0
2457850,0,0,0,0
2457900,0,0,0,0
2457950,0,0,0,0
2458000,0,0,0,0
2458050,0,0,0,0
2458100,0,0,0,0
2458150,0,0,2,0
2458200,0,0,0,0
2458250,0,0,0,0
2458300,0,0,0,0
