1675663,0,0,0,0
1806752,0,0,0,0
1675696,4,0,0,0
1675713,0,0,0,0
1675730,0,0,0,0
1675746,0,0,0,0
1675763,0,0,0,0
1675780,0,0,0,0
1675796,0,0,0,0
1806885,2,0,0,0
1675830,0,0,0,0
1675846,0,0,0,0
1675863,0,0,0,0
1675880,0,0,0,0
1675898,0,0,0,0
1675913,0,0,0,0
1675930,0,0,0,0
1675946,0,0,0,0
1675963,0,0,0,0
1675980,0,0,0,0
1675996,0,0,0,0
1807085,0,0,0,0
1676030,0,0,0,0
1676046,0,0,0,0
1676063,0,0,0,0
1676080,0,0,0,0
1676098,0,0,0,0
1676113,0,0,0,0
1676130,0,0,0,0
1676146,0,0,0,0
1676163,0,0,0,0
1676180,0,0,0,0
1676196,0,0,0,0
1676213,0,0,0,0
1676230,2,0,0,0
1676246,0,0,0,0
1938407,0,0,0,0
1676280,0,0,0,0
1676296,0,0,0,0
1676313,0,0,0,0
1676330,0,0,0,0
1807418,4,0,0,0
1676363,0,0,0,0
1676380,0,0,0,0
1807468,0,0,0,0
1676413,0,0,0,0
1676430,0,0,0,0
1676446,0,0,0,0
1676463,4,0,0,0
1676480,0,0,0,0
1676498,0,0,0,0
1676513,0,0,0,0
1676530,0,0,0,0
1676550,0,0,0,0
1676563,0,0,0,0
1676580,0,0,0,0
1676596,0,0,0,0
1676613,0,0,0,0
1676630,0,0,0,0
1676646,2,0,0,0
1676663,0,0,0,0
1676680,0,0,0,0
1676696,0,0,0,0
1676713,0,0,0,0
1676730,0,0,0,0
1676746,0,0,0,0
1676763,0,0,0,0
1676780,0,0,0,0
1676798,0,0,0,0
1676813,0,0,0,0
1676830,0,0,0,0
1676846,0,0,0,0
1676863,0,0,0,0
1676880,0,0,0,0
1676898,0,0,0,0
1676913,0,0,0,0
1676930,0,0,0,0
1676946,0,0,0,0
1676963,0,0,0,0
1676980,0,0,0,0
1676998,6,0,0,0
1677013,0,0,0,0
1677030,0,0,0,0
1677046,0,0,0,0
1677063,0,0,0,0
1677080,0,0,0,0
1677096,0,0,0,0
1677113,0,0,0,0
1677130,0,0,0,0
1677146,0,0,0,0
1677163,0,0,0,0
1677180,0,0,0,0
1677196,0,0,0,0
1677213,0,0,0,0
1677230,0,0,0,0
1677246,0,0,0,0
1939407,0,0,0,0
1677280,0,0,0,0
1677298,0,0,0,0
1677313,0,0,0,0
1677330,0,0,0,0
1677350,0,0,0,0
1677363,0,0,0,0
1677380,0,0,0,0
1677396,0,0,0,0
1677413,0,0,0,0
1677430,0,0,0,0
1677446,0,0,0,0
1677463,0,0,0,0
1677480,0,0,0,0
1677496,0,0,0,0
1677513,0,0,0,0
1677530,0,0,0,0
1677546,0,0,0,0
1677563,0,0,0,0
1677580,0,0,0,0
1677596,0,0,0,0
1677613,0,0,0,0
1808702,0,0,0,0
1677646,0,0,0,0
1677663,0,0,0,0
1677680,0,0,0,0
1677696,0,0,0,0
1677713,2,0,0,0
1677730,0,0,0,0
1677746,0,0,0,0
1677763,0,0,0,0
1677780,0,0,0,0
1677796,0,0,0,0
1677813,0,0,0,0
1808902,4,0,0,0
1677846,0,0,0,0
1677863,0,0,0,0
1677880,0,0,0,0
1677896,0,0,0,0
1677913,0,0,0,0
1677930,0,0,0,0
1677946,0,0,0,0
2774030,0,0,0,0
2774046,0,0,0,0
2774063,0,0,0,0
2774080,0,0,0,0
2774096,0,0,0,0
2774113,0,0,0,0
2774130,0,0,0,0
2774146,0,0,0,0
2774163,0,0,0,0
2774182,0,0,0,0
2774196,0,0,0,0
2774213,0,0,0,0
2774230,0,0,0,0
2774246,2,0,0,0
2774263,0,0,0,0
2774280,0,0,0,0
2774296,0,0,0,0
