4806299,0,0,0,0
4806349,0,0,0,0
4806399,0,0,0,0
4806449,0,0,0,0
4806499,0,0,0,0
4806549,0,0,0,0
4806599,0,0,0,0
4806649,8,0,2,0
4806699,2,0,0,0
4806749,2,4,2,0
4806799,58,280,192,0
4806849,192,345,177,0
4806899,119,317,173,0
4806949,145,282,173,0
4806999,141,248,161,0
4807049,131,244,161,0
4807099,127,222,167,0
4807149,143,212,155,0
4807199,129,202,169,0
4807249,145,188,153,0
4807299,141,165,163,0
4807349,143,165,163,0
4807399,139,161,165,0
4807449,135,167,151,0
4807499,147,147,151,0
4807549,137,141,167,0
4807599,125,145,161,0
4807649,137,135,165,0
4807699,145,135,151,0
4807749,145,125,157,0
4807799,147,133,167,0
4807849,137,141,153,0
4807899,139,139,149,0
4807949,133,137,149,0
4807999,143,139,149,0
4808049,137,127,161,0
4808099,149,123,165,0
4808149,141,129,149,0
4808199,131,127,161,0
4808249,145,125,149,0
4808299,149,125,157,0
4808349,141,121,149,0
4808399,133,129,157,0
4808449,145,121,155,0
4808499,141,119,151,0
4808549,145,115,149,0
4808599,147,127,155,0
4808649,139,123,157,0
4808699,143,117,161,0
4808749,137,131,141,0
4808799,145,125,141,0
4808849,131,127,159,0
4808899,135,131,163,0
4808949,151,119,159,0
4808999,131,127,171,0
4809049,137,121,163,0
4809099,133,139,157,0
4809149,135,137,149,0
4809199,137,141,143,0
4809249,133,143,153,0
4809299,137,131,173,0
4809349,141,123,161,0
4809399,135,127,155,0
4809449,133,139,145,0
4809499,137,129,145,0
4809549,141,85,139,0
4809599,145,119,143,0
4809649,123,117,135,0
4809699,143,109,135,0
4809749,133,111,127,0
4809799,143,117,143,0
4809849,139,113,147,0
4809899,141,89,135,0
4809949,141,73,123,0
4809999,127,111,135,0
4810049,135,127,139,0
4810099,145,115,145,0
4810149,145,113,149,0
4810199,137,113,159,0
4810249,145,123,149,0
4810299,127,129,149,0
4810349,131,121,155,0
4810399,131,133,143,0
4810449,145,123,163,0
4810499,145,107,155,0
4810549,141,119,151,0
4810599,133,121,155,0
4810649,125,111,145,0
4810699,127,75,123,0
4810749,137,99,125,0
4810799,135,79,109,0
4810849,123,69,109,0
4810899,131,105,107,0
4810949,123,103,131,0
4810999,131,97,143,0
4811049,131,67,129,0
4811099,123,93,119,0
4811149,127,121,115,0
4811199,137,111,125,0
4811249,137,91,123,0
4811299,133,97,139,0
4811349,121,85,121,0
4811399,131,75,107,0
4811449,137,77,121,0
4811499,137,60,105,0
4811549,131,60,121,0
4811599,137,75,121,0
4811649,129,79,131,0
4811699,125,75,125,0
4811749,131,60,103,0
4811799,131,67,95,0
4811849,137,46,107,0
4811899,135,85,107,0
4811949,133,103,111,0
4811999,131,75,117,0
4812049,117,91,125,0
4812099,129,71,119,0
4812149,117,71,117,0
4812199,137,56,111,0
4812249,133,54,103,0
4812299,129,36,101,0
4812349,121,83,109,0
4812399,127,58,107,0
4812449,131,101,107,0
4812499,129,85,103,0
4812549,123,91,107,0
4812599,119,83,101,0
4812649,109,52,48,0
4812699,85,22,6,0
4812749,67,12,0,0
4812799,52,14,0,0
4812849,42,14,0,0
4812899,42,10,0,0
4812949,34,2,0,0
4812999,18,2,0,0
4813049,16,10,0,0
4813099,14,14,0,0
4813149,8,10,0,0
4813199,12,0,0,0
4813249,8,8,0,0
4813299,8,0,0,0
4813349,4,4,0,0
4813399,8,0,0,0
4813449,0,0,0,0
4813499,2,0,0,0
4813549,4,0,0,0
4813599,6,0,0,0
4813649,0,0,0,0
4813699,0,0,0,0
4813749,0,0,0,0
4813799,0,0,0,0
4813849,6,0,0,0
4813899,0,0,0,0
4813949,0,0,0,0
4813999,0,0,0,0
4814049,2,0,0,0
4814099,0,0,0,0
4814149,0,0,0,0
