0,0,0,0,0,0,0,0,0
1318148,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
1318149,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318151,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318153,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
1318155,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
1318156,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318157,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318158,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318159,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318160,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1318161,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1318162,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1318163,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1318164,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1318165,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1318166,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1318167,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1318168,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1318169,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318170,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318187,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1318188,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1318189,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
1318190,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
1318191,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1318193,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1318195,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1318197,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1318198,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1318199,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1318200,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1318201,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318202,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0
1318203,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0
1318204,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1318205,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1318206,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1318207,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1318209,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
1318210,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
1318211,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1318212,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1318213,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1318214,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1318223,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0
1318224,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1318225,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1318227,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
