796599,0,0,0,0
796649,0,0,0,0
796699,0,0,0,0
796749,0,0,0,0
796799,0,0,0,0
796849,0,4,0,0
796899,0,0,0,0
796949,0,4,0,0
796999,0,2,0,0
797049,0,2,0,0
797099,0,2,0,0
797149,0,0,0,0
797199,0,0,0,0
797249,0,0,0,0
797299,0,0,0,0
797349,0,0,0,0
797399,0,0,0,0
797449,0,0,0,0
797499,0,0,0,0
797549,0,0,0,0
3139749,0,0,0,0
3139799,0,0,0,0
3139849,0,0,6,0
3139899,0,0,0,0
3139949,0,0,0,0
3139999,0,0,0,0
3140049,0,2,0,0
3140099,0,0,0,0
3140149,0,0,0,0
3140199,0,0,0,0
3140249,0,4,0,0
3140299,0,8,0,0
3140349,0,0,0,0
3140399,0,4,0,0
3140449,0,0,0,0
3140499,0,0,0,0
3140549,0,0,0,0
3140599,0,0,0,0
3140649,0,0,0,0
3140699,0,0,4,0
3140749,0,0,0,0
3140799,0,0,0,0
3140849,0,0,0,0
3140899,0,0,0,0
3140949,0,0,2,0
3140999,0,0,0,0
3141049,0,0,0,0
3141099,0,0,0,0
3141149,0,0,0,0
3141199,0,0,0,0
3141249,0,0,2,0
3141299,0,0,0,0
3141349,0,0,0,0
3141399,0,0,0,0
3141449,0,0,0,0
3141499,0,0,0,0
3141549,0,0,2,0
3141599,0,0,0,0
3141649,0,0,0,0
3141699,0,0,0,0
3141749,0,0,0,0
3141799,0,0,2,0
3141849,0,0,0,0
3141899,0,0,0,0
3141949,0,0,0,0
3141999,0,0,0,0
3142049,0,0,0,0
3142099,0,0,0,0
3142149,0,4,0,0
3142199,0,145,0,0
3142249,167,14,0,0
3142299,81,0,40,0
3142349,71,0,42,0
3142399,0,0,65,0
3142449,0,0,153,0
3142499,26,0,125,0
3142549,0,159,12,0
3142599,0,0,107,0
3142649,113,0,0,0
3142699,0,0,165,0
3142749,0,171,0,0
3142799,0,0,169,0
3142849,0,129,93,0
3142899,165,81,0,0
3142949,157,4,0,0
3142999,181,0,0,0
3143049,0,0,117,0
3143099,159,0,0,0
3143149,0,123,16,0
3143199,93,119,0,0
3143249,107,123,0,0
3143299,139,0,0,0
3143349,99,0,0,0
3143399,79,0,0,0
3143449,0,0,175,0
3143499,0,0,50,0
3143549,155,0,0,0
3143600,0,147,52,0
3143649,34,0,32,0
3143699,0,54,139,0
3143749,16,0,0,0
3143799,75,0,0,0
3143849,0,151,83,0
3143899,0,103,73,0
3143949,169,87,0,0
3143999,65,155,0,0
3144049,147,97,0,0
3144099,173,0,0,0
3144149,0,0,139,0
3144199,105,0,0,0
3144249,141,83,0,0
3144299,75,0,0,0
3144349,167,0,0,0
3144399,0,0,0,0
3144449,137,0,0,0
3144499,0,0,71,0
3144549,161,0,0,0
3144599,0,0,16,0
3144649,0,87,135,0
3144699,0,101,81,0
3144749,0,117,85,0
3144799,0,127,97,0
3144849,0,89,129,0
3144899,0,46,157,0
3144949,173,46,0,0
3144999,167,10,0,0
3145049,89,0,0,0
3145099,0,0,143,0
3145149,139,117,0,0
3145199,0,0,0,0
3145249,0,0,0,0
3145299,0,0,2,0
3145349,0,0,0,0
3145399,10,0,0,0
3145449,16,0,12,0
3145499,0,2,0,0
3145549,0,0,0,0
3145599,0,0,0,0
3145649,0,0,0,0
3145699,4,0,12,0
3145749,0,0,0,0
3145799,4,0,0,0
3145849,0,8,0,0
3145899,0,8,0,0
3145949,0,0,0,0
3145999,0,12,0,0
3146049,0,12,0,0
3146099,0,12,0,0
3146149,2,0,0,0
3146199,0,0,0,0
3146249,12,0,4,0
3146299,0,8,0,0
3146349,0,2,0,0
3146399,6,0,2,0
3146449,4,0,0,0
3146499,0,0,0,0
3146549,0,0,4,0
3146599,0,0,0,0
3146649,0,0,0,0
3146699,0,0,0,0
3146749,10,0,0,0
3146799,10,0,12,0
3146849,0,0,0,0
3146899,0,4,0,0
3146949,10,0,0,0
3146999,0,6,0,0
3147049,8,0,2,0
3147099,4,0,4,0
3147149,2,0,0,0
3147199,0,0,0,0
3147249,4,0,0,0
3147299,0,2,0,0
3147349,0,10,0,0
3147399,0,0,0,0
3147449,10,0,0,0
3147499,0,0,0,0
3147549,0,0,0,0
3147599,0,8,0,0
3147649,12,0,14,0
3147699,10,0,2,0
3147749,0,12,0,0
3147799,8,0,0,0
3147849,4,0,0,0
3147899,0,10,0,0
3147949,0,4,0,0
3147999,0,0,0,0
3148049,0,14,0,0
3148099,0,8,0,0
3148149,0,0,0,0
3148199,0,0,0,0
3148249,6,0,0,0
3148299,0,0,0,0
3148349,0,6,0,0
3148399,0,0,0,0
3148449,10,0,4,0
3148499,0,4,0,0
3148549,0,0,0,0
3148599,0,0,2,0
3148649,6,0,0,0
3148699,0,0,2,0
3148749,10,0,10,0
3148799,0,0,0,0
3148849,0,0,0,0
3148899,0,0,0,0
3148949,0,0,0,0
3148999,8,0,4,0
3149049,0,0,6,0
3149099,0,4,0,0
3149149,2,0,0,0
3149199,0,0,0,0
3149249,0,4,0,0
3149299,0,2,0,0
3149349,4,0,0,0
3149399,8,0,0,0
3149449,0,0,0,0
3149499,0,0,0,0
3149549,0,2,0,0
3149599,0,8,0,0
3149649,0,2,0,0
3149699,8,0,0,0
3149749,0,6,0,0
3149799,0,16,0,0
3149849,8,0,6,0
3149899,0,4,0,0
3149949,0,0,0,0
3149999,6,0,0,0
3150049,0,2,0,0
3150099,0,0,4,0
3150149,10,0,16,0
3150199,0,0,0,0
3150249,8,0,0,0
3150299,0,6,0,0
3150349,0,0,0,0
3150399,0,0,0,0
3150449,0,4,0,0
3150499,0,4,2,0
3150549,2,0,2,0
3150599,0,2,0,0
3150649,0,0,2,0
3150699,0,0,0,0
3150749,0,0,0,0
3150799,0,0,0,0
3150849,0,2,0,0
3150899,0,0,0,0
3150949,0,6,0,0
3150999,0,0,10,0
3151049,0,8,0,0
3151099,0,0,2,0
3151149,2,0,0,0
3151199,8,0,2,0
3151249,6,0,2,0
3151299,0,0,0,0
3151349,0,0,0,0
3151400,0,0,2,0
3151449,0,0,6,0
3151499,0,0,0,0
3151549,6,0,6,0
3151599,0,0,0,0
3151649,10,0,0,0
3151699,0,0,0,0
3151749,4,0,4,0
3151799,0,4,0,0
3151849,0,6,0,0
3151899,0,0,0,0
3151949,0,4,0,0
3151999,0,2,0,0
3152049,6,0,0,0
3152099,0,6,0,0
3152149,0,0,0,0
3152199,8,0,0,0
3152249,0,2,0,0
3152299,0,0,4,0
3152349,0,0,2,0
3152399,10,0,0,0
3152449,0,0,0,0
3152499,0,0,2,0
3152549,2,0,0,0
3152599,0,0,0,0
3152649,2,0,0,0
3152699,0,0,0,0
3152749,4,0,0,0
3152799,8,0,0,0
3152849,0,2,0,0
3152900,0,0,0,0
3152949,0,6,10,0
3152999,0,0,0,0
3153049,12,0,0,0
3153099,0,0,0,0
3153149,0,0,0,0
3153199,2,0,6,0
3153249,0,0,2,0
3153299,0,4,0,0
3153349,0,12,0,0
3153399,4,0,0,0
3153449,0,12,2,0
3153499,0,12,0,0
3153549,0,10,0,0
3153599,0,16,0,0
3153649,0,6,0,0
3153699,2,0,0,0
3153749,0,2,0,0
3153799,0,2,0,0
3153849,6,0,0,0
