182,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59183,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
59184,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
59185,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
59186,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
59187,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
59188,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
59189,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
59190,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0
59191,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0
59192,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
59193,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0
59194,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0
59195,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0
59214,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0
59215,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0
59217,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0
59218,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59219,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59220,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
59233,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0
59234,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
59235,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
59236,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
59237,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
59238,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
59239,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
59240,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
59241,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
59242,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
59243,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0
59244,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
59245,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
59246,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59247,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59248,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59249,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59250,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
59251,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
59252,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
59253,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
59255,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
59256,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
59257,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
59259,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
59260,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
59261,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
59262,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
59263,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59265,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59266,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59267,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59268,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
59269,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
59270,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0
59271,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0
59273,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
59274,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
59275,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
59277,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59278,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0
59279,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0
59280,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0
59281,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0
59282,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0
59283,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0
59284,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
59285,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
59286,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
59287,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
59288,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
59289,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
59290,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
59291,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
59310,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
59311,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59312,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0
59313,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0
59314,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0
59316,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0
59317,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0
59318,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
59319,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
59320,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
59321,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
59322,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
59343,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
59345,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59346,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59347,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0
59348,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
59349,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
59350,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
59351,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
59352,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
59353,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
59354,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
59355,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0
59356,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59357,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59359,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59360,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
59361,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0
59362,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0
59363,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0
59364,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0
59365,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0
59366,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0
59367,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
59368,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
59369,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
59370,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
59371,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
59372,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
